,ID,Age,Marital_Status,Has_Child,Education,Income,Spending,Accepted_Cmp,Response,KMeans,Predicted_Response,Rounded_Prediction,Prediction_Error,Monetary_Rank,Frequency_Rank,Recency_Rank
1619,3298,66,Together,1,3,52973.0,1152,0,0,2,0.10558355207641612,0,0,79.00927391992761,94.00452488687783,7.394766780432309
1620,8286,57,Together,1,4,51717.0,122,1,0,0,0.29741489218347555,0,0,34.22302646460077,34.7737556561086,44.16382252559727
1621,9668,51,Together,1,1,18793.0,77,0,0,3,0.023659490018761442,0,0,27.391992761818596,27.669683257918553,85.0967007963595
1622,5120,40,Together,0,2,66664.0,1289,0,0,2,0.16157242022376017,0,0,83.62361456684008,72.78280542986425,21.319681456200225
1623,6097,63,Single,1,1,50664.0,561,0,0,0,0.10528782996349226,0,0,57.3852069667496,60.18099547511312,35.31285551763367
1624,7019,59,Together,1,1,54414.0,211,0,0,2,-0.04221358849809553,0,0,40.873105632209906,40.88235294117647,50.83048919226394
1625,7408,70,Together,1,4,54549.0,233,0,0,2,0.016912350723210456,0,0,42.00407147704139,43.09954751131222,91.8316268486917
1626,8041,51,Single,1,4,47111.0,1092,0,0,0,0.25952063857474933,0,0,76.63424564578149,60.18099547511312,64.11831626848692
1627,252,59,Single,0,4,41003.0,601,0,0,0,0.2628023033060397,0,0,58.855462565030535,64.27601809954751,88.41865756541524
1628,9986,40,Together,1,1,19444.0,54,0,1,3,0.03418739695715939,0,1,19.181180728342003,34.7737556561086,91.8316268486917
1629,3276,46,Together,1,2,36301.0,78,0,0,0,0.01942217472229857,0,0,27.663424564578147,27.669683257918553,46.50739476678043
1630,3859,75,Together,1,4,73059.0,1095,0,0,1,0.07131529969563036,0,0,76.7925808640579,96.0633484162896,63.321956769055745
1631,3570,53,Together,1,4,42731.0,244,0,0,0,0.06385684723020679,0,0,42.682650983940285,43.09954751131222,35.31285551763367
1632,3783,63,Together,1,4,52854.0,116,0,0,2,0.01619709466488095,0,0,33.49920832390862,34.7737556561086,56.678043230944255
1633,10207,44,Together,1,1,22775.0,15,0,0,3,0.017927834525330782,0,0,1.6059714996607102,3.4389140271493215,59.29465301478953
1634,10906,74,Together,1,4,46681.0,425,0,0,0,0.04899786053468844,0,0,52.001809545351726,56.15384615384615,47.41751990898749
1635,3427,67,Together,1,4,59821.0,734,0,0,2,0.06714242434988629,0,0,63.35670662745984,80.85972850678733,88.41865756541524
1636,5209,68,Single,1,1,50002.0,638,0,0,0,0.10876406992429508,0,0,60.167382945035065,68.4841628959276,78.72582480091013
1637,10711,77,Together,0,1,69755.0,894,0,0,2,0.038428680331769105,0,0,68.58176883058131,84.68325791855203,77.06484641638225
1638,10785,53,Together,1,1,44078.0,41,0,0,0,-0.033125796651322925,0,0,12.757294729699161,19.366515837104075,82.54835039817975
1639,2814,46,Together,1,3,30560.0,31,0,0,3,0.049246057755885475,0,0,8.617959737615925,10.79185520361991,93.42434584755404
1640,6866,53,Together,1,3,35924.0,34,0,0,0,0.02978269993282795,0,0,9.77154489934404,10.79185520361991,42.86689419795222
1641,1665,58,Single,1,4,64140.0,1750,1,1,2,0.5615507288558124,1,0,94.68446052929201,52.307692307692314,28.623435722411834
1642,6575,41,Together,1,1,56386.0,612,0,0,2,0.022894726000453558,0,0,59.48880343813617,68.4841628959276,48.532423208191126
1643,3829,43,Together,1,0,24594.0,29,0,0,3,-0.0065533682579619335,0,0,7.713187061750736,10.79185520361991,5.164960182025029
1644,3091,41,Together,1,2,75774.0,823,0,0,1,0.03216097649284472,0,0,66.3650757747116,80.85972850678733,72.53697383390217
1645,10141,62,Single,0,3,39228.0,20,0,0,0,0.17281024429802289,0,0,3.822664555530423,3.4389140271493215,98.81683731513084
1646,5177,48,Together,1,3,58494.0,396,0,0,2,0.03262797529973874,0,0,50.03392897534494,56.15384615384615,42.86689419795222
1647,7005,41,Single,0,1,58684.0,813,1,0,2,0.47448381812867085,0,0,65.89007011988238,80.85972850678733,28.623435722411834
1648,6409,55,Single,0,1,57136.0,1179,0,1,2,0.23022585082654745,0,1,80.25333634924226,77.0135746606335,81.68373151308305
1649,7485,72,Single,1,4,56551.0,138,0,0,2,0.10524448715359958,0,0,35.919475231848,34.7737556561086,52.104664391353815
1650,8079,40,Together,1,1,22448.0,55,0,0,3,0.028350158494979183,0,0,19.814521601447634,27.669683257918553,13.174061433447099
1651,8395,61,Single,0,1,82014.0,1511,0,1,1,0.2106794520795842,0,1,89.36892105858402,84.68325791855203,52.104664391353815
1652,10352,59,Single,1,1,34213.0,117,0,1,0,0.09283497787847558,0,1,33.5670662745985,27.669683257918553,97.63367463026165
1653,4931,45,Together,0,1,157146.0,1730,0,0,1,0.0019549600745140117,0,0,94.39040940963584,99.25339366515837,86.1433447098976
1654,13,75,Single,1,4,25358.0,32,0,0,3,0.151095156364339,0,0,9.092965392445148,10.79185520361991,41.50170648464164
1655,1834,44,Single,1,3,35544.0,67,0,0,0,0.15175189732555625,0,0,24.36100429767021,19.366515837104075,22.48009101251422
1656,2285,68,Together,1,3,36634.0,335,0,0,0,0.04279874870448677,0,0,47.90771318706175,49.20814479638009,100.0
1657,2295,68,Together,1,4,62670.0,825,0,0,2,0.07049388225898098,0,0,66.50079167609138,84.68325791855203,41.50170648464164
1658,1378,50,Together,1,2,50334.0,694,0,0,0,0.05614426939954942,0,0,62.09002488124858,68.4841628959276,75.83617747440273
1659,2781,41,Single,0,1,72066.0,1792,1,1,2,0.5588507844491148,1,0,95.22732413481113,64.27601809954751,44.16382252559727
1660,1165,64,Single,1,4,50729.0,496,0,0,0,0.16781056008557466,0,0,55.30422981225966,60.18099547511312,37.31513083048919
1661,1404,54,Together,1,1,34916.0,231,0,0,0,0.005229779812155999,0,0,41.84573625876499,40.88235294117647,10.261660978384528
1662,6457,46,Single,1,1,64892.0,902,0,0,2,0.13801247191646976,0,0,68.98891653472066,88.28054298642533,22.48009101251422
1663,2639,56,Single,1,1,43602.0,68,0,0,0,0.07262066384524979,0,0,24.768152001809547,27.669683257918553,55.358361774744026
1664,8299,33,Single,0,4,33996.0,71,0,0,0,0.2507470113015481,0,0,25.876498529744403,19.366515837104075,54.28896473265073
1665,6437,37,Single,1,2,41473.0,76,0,0,0,0.1264298009600152,0,0,27.143180275955665,19.366515837104075,19.340159271899886
1666,6912,55,Together,1,4,63246.0,772,0,0,2,0.08039499057470353,0,0,64.41981452160145,84.68325791855203,39.203640500568824
1667,7327,63,Together,1,4,36732.0,47,0,0,0,0.04031799213253007,0,0,16.331146799366657,27.669683257918553,28.623435722411834
1668,5299,52,Together,1,4,69084.0,1586,0,0,2,0.16495211902538498,0,0,91.17846641031441,91.4027149321267,56.678043230944255
1669,4127,55,Together,1,4,77766.0,1529,1,1,1,0.40778491055933386,0,1,89.82130739651663,100.0,2.2525597269624575
1670,8143,37,Single,0,4,37929.0,265,1,1,0,0.5301023004864361,1,0,43.76837819497851,46.06334841628959,50.83048919226394
1671,1964,71,Together,0,1,86610.0,1603,0,0,1,0.09320448767877076,0,0,91.65347206514363,68.4841628959276,33.06029579067122
1672,3690,36,Together,0,3,80141.0,2091,1,1,1,0.5251439066270028,1,0,98.66546030309885,84.68325791855203,79.68145620022753
1673,3433,67,Together,0,2,72635.0,981,1,0,2,0.3498820241715726,0,0,72.449672019905,80.85972850678733,45.34698521046644
1674,3389,52,Together,1,1,69016.0,1533,0,0,2,0.08776035099006274,0,0,89.93440398099978,99.79638009049773,38.225255972696246
1675,4712,31,Together,0,2,20193.0,82,0,0,3,0.12872832884217097,0,0,28.726532458719745,27.669683257918553,81.68373151308305
1676,1170,47,Together,1,1,27573.0,244,0,0,3,0.030425301299441876,0,0,42.682650983940285,43.09954751131222,55.358361774744026
1677,6347,43,Single,1,0,15862.0,36,0,0,3,0.11721532293068046,0,0,10.472743723139562,10.79185520361991,73.62912400455063
1678,4065,46,Together,1,4,49544.0,404,0,0,0,0.07765957579641022,0,0,50.59941189776068,56.15384615384615,100.0
1679,8230,42,Together,1,1,33228.0,71,0,0,0,0.006186349798800506,0,0,25.876498529744403,19.366515837104075,71.39931740614335
1680,1215,44,Together,0,1,70440.0,1572,1,0,2,0.4275435454002899,0,0,90.63560280479528,88.28054298642533,50.83048919226394
1681,5939,51,Together,1,1,38232.0,122,0,0,0,-0.009749981276907016,0,0,34.22302646460077,34.7737556561086,15.108077360637088
1682,2156,67,Together,1,4,22554.0,41,0,0,3,0.06247859039168069,0,0,12.757294729699161,27.669683257918553,61.2514220705347
1683,7788,39,Together,1,4,23536.0,10,0,0,3,0.0937337649045128,0,0,0.5428636055191134,3.4389140271493215,46.50739476678043
1684,10323,70,Together,1,1,49413.0,304,0,0,0,-0.03619705485428909,0,0,46.00769056774485,46.06334841628959,11.080773606370876
1685,7947,53,Together,1,1,42231.0,37,0,0,0,-0.029920167924039787,0,0,10.925130061072155,10.79185520361991,0.40955631399317405
1686,1891,42,Single,0,3,78789.0,1754,0,1,1,0.3170487692389927,0,1,94.77493779687853,60.18099547511312,87.30375426621161
1687,2570,54,Together,1,1,56534.0,815,1,1,2,0.29896679781707886,0,1,65.95792807057227,84.68325791855203,64.11831626848692
1688,9256,51,Single,1,1,58350.0,1001,0,0,2,0.15562771355468402,0,0,73.17349016059715,91.4027149321267,94.2434584755404
1689,295,33,Single,0,1,81217.0,1157,0,0,1,0.20887781918147205,0,0,79.25808640579054,84.68325791855203,22.48009101251422
1690,7397,71,Single,1,1,49090.0,688,0,0,0,0.1122999203611457,0,0,61.75073512779914,72.78280542986425,55.358361774744026
1691,6349,35,Single,0,3,61787.0,1319,0,0,2,0.3106399918310082,0,0,84.41529065822212,72.78280542986425,28.623435722411834
1692,10790,37,Together,1,4,18169.0,21,0,0,3,0.10823303344685553,0,0,4.320289527256277,3.4389140271493215,59.29465301478953
1693,10398,41,Single,1,2,24336.0,31,0,0,3,0.1500348814752076,0,0,8.617959737615925,3.4389140271493215,17.042093287827075
1694,2431,32,Together,0,1,18222.0,67,0,0,3,0.10584800057534316,0,0,24.36100429767021,19.366515837104075,29.692832764505116
1695,550,70,Single,1,1,62335.0,708,0,0,2,0.08963965902557702,0,0,62.293598733318255,77.0135746606335,12.013651877133105
1696,1890,51,Together,1,2,42033.0,25,0,0,0,-0.00449008147207175,0,0,6.356028047952952,3.4389140271493215,4.163822525597269
1697,10742,39,Together,0,4,86580.0,746,1,0,1,0.3799050980674149,0,0,63.58289979642615,46.06334841628959,27.349260523321956
1698,10356,65,Single,1,4,41437.0,32,0,0,0,0.13235612242935837,0,0,9.092965392445148,10.79185520361991,94.2434584755404
1699,4676,71,Single,1,3,73705.0,1695,0,0,1,0.2251363855149075,0,0,93.77968785342684,91.4027149321267,13.174061433447099
1700,8852,46,Together,1,1,61064.0,1080,0,0,2,0.06007515558863949,0,0,76.1818593078489,91.4027149321267,19.340159271899886
1701,3565,67,Together,1,3,38452.0,72,0,0,0,0.01072310295798995,0,0,26.23840760009048,27.669683257918553,37.31513083048919
1702,5294,33,Single,1,1,18358.0,57,0,0,3,0.15153525572667295,0,0,20.696674960416196,34.7737556561086,50.83048919226394
1703,1958,49,Together,1,4,55012.0,660,0,0,2,0.09188770263804236,0,0,60.80072381814069,77.0135746606335,14.175199089874857
1704,7349,49,Together,1,0,9722.0,103,0,1,3,0.023419961769975017,0,1,32.526577697353545,34.7737556561086,92.67349260523322
1705,8799,38,Together,1,4,38175.0,153,0,0,0,0.08224232116713276,0,0,37.00520244288622,38.755656108597286,93.42434584755404
1706,1351,66,Together,1,3,58656.0,1220,1,0,2,0.3724469131317601,0,0,81.79144989821307,99.25339366515837,74.65301478953356
1707,1045,57,Together,1,1,52117.0,279,0,0,0,-0.027340121487681168,0,0,45.08029857498303,46.06334841628959,44.16382252559727
1708,7732,44,Together,1,1,64813.0,745,0,0,2,0.017331368880083686,0,0,63.51504184573626,77.0135746606335,18.11149032992036
1709,8070,49,Together,1,4,54222.0,264,0,0,2,0.048604352521232214,0,0,43.610042976702104,46.06334841628959,1.2969283276450512
1710,477,36,Together,0,1,83512.0,2157,1,1,1,0.4783917772260802,0,1,99.16308527482471,84.68325791855203,67.6905574516496
1711,7832,63,Together,1,3,77520.0,1526,1,1,1,0.37366883748969704,0,1,89.68559149513685,88.28054298642533,68.82821387940842
1712,2202,44,Together,1,1,41154.0,69,0,0,0,-0.01236265149010174,0,0,25.19791902284551,19.366515837104075,1.2969283276450512
1713,7396,56,Together,0,1,80398.0,1597,1,0,1,0.39491612783333124,0,0,91.42727889617733,96.0633484162896,7.394766780432309
1714,4055,30,Single,1,0,18746.0,64,0,0,3,0.1317181163475611,0,0,23.297896403528615,27.669683257918553,58.38452787258248
1715,10340,38,Together,1,1,35196.0,497,0,0,0,0.055778304568055104,0,0,55.417326396742816,49.20814479638009,31.35381114903299
1716,10091,66,Single,1,1,60230.0,1067,0,0,2,0.13971168297037473,0,0,75.77471160370956,60.18099547511312,21.319681456200225
1717,7629,45,Together,1,1,22108.0,31,0,0,3,0.019750000017309755,0,0,8.617959737615925,19.366515837104075,54.28896473265073
1718,10640,48,Together,1,1,44392.0,211,0,0,0,-0.00793918376172964,0,0,40.873105632209906,40.88235294117647,28.623435722411834
1719,3498,46,Together,1,4,55424.0,877,1,1,2,0.3900002124757929,0,1,68.01628590816557,84.68325791855203,93.42434584755404
1720,6742,43,Together,1,1,17688.0,11,0,0,3,0.02886255187959158,0,0,0.7690567744854105,3.4389140271493215,17.042093287827075
1721,1172,39,Together,0,4,92491.0,2034,1,1,1,0.5140662468575956,1,0,98.07735806378646,94.00452488687783,28.623435722411834
1722,569,31,Single,0,1,90273.0,1991,1,1,1,0.558433855143533,1,0,97.76068762723365,72.78280542986425,66.80318543799773
1723,4686,60,Single,0,4,82571.0,1686,1,0,1,0.572449929744446,1,1,93.50825605066727,94.00452488687783,71.39931740614335
1724,1381,40,Single,1,4,38513.0,324,0,1,0,0.2039959258451733,0,1,47.47794616602579,49.20814479638009,79.68145620022753
1725,2634,43,Single,1,3,16653.0,69,0,1,3,0.19070987010647217,0,1,25.19791902284551,27.669683257918553,89.57906712172924
1726,10905,67,Together,1,1,42586.0,252,0,1,0,-0.02462956655291282,0,1,42.86360551911332,46.06334841628959,92.67349260523322
1727,1744,57,Single,1,0,23529.0,54,0,0,3,0.08571104480166455,0,0,19.181180728342003,10.79185520361991,32.3094425483504
1728,1000,61,Together,1,3,74881.0,964,0,0,1,0.04745095082240164,0,0,71.40918344266002,91.4027149321267,52.104664391353815
1729,3828,71,Together,1,1,71107.0,1327,0,0,2,0.03537705724483692,0,0,84.59624519339516,97.48868778280543,38.225255972696246
1730,8605,58,Together,1,4,46910.0,68,0,0,0,0.029090729548800237,0,0,24.768152001809547,19.366515837104075,63.321956769055745
1731,10304,63,Together,0,1,18690.0,60,0,0,3,0.06348362198947782,0,0,21.691924903867903,10.79185520361991,22.48009101251422
1732,4351,67,Single,1,1,37244.0,55,1,0,0,0.33973974623171976,0,0,19.814521601447634,10.79185520361991,9.351535836177474
1733,10129,56,Together,0,1,82427.0,1456,1,0,1,0.37492828424805724,0,0,87.98914272788961,80.85972850678733,64.11831626848692
1734,2499,64,Single,1,2,75342.0,563,0,0,1,0.07909433967406188,0,0,57.543542185026006,68.4841628959276,61.2514220705347
1735,10092,68,Single,1,1,70044.0,1504,0,0,2,0.16714093502975658,0,0,89.16534720651437,88.28054298642533,54.28896473265073
1736,7500,55,Single,1,1,79146.0,564,0,0,1,0.059697767710969823,0,0,57.63401945261253,68.4841628959276,65.93856655290102
1737,5796,59,Together,0,1,77437.0,1125,1,0,1,0.3433926356982592,0,0,77.90092739199275,88.28054298642533,29.692832764505116
1738,10556,63,Together,1,1,54984.0,358,1,0,2,0.23848042400940467,0,0,48.51843474327075,52.307692307692314,48.532423208191126
1739,1064,51,Together,1,4,42403.0,42,0,0,0,0.04425167251144832,0,0,13.232300384528386,10.79185520361991,81.68373151308305
1740,48,58,Together,1,1,55761.0,184,1,0,2,0.2237908351992427,0,0,39.289753449445826,38.755656108597286,2.2525597269624575
1741,7610,39,Together,1,1,37292.0,460,0,0,0,0.04612495066937489,0,0,53.72087762949559,56.15384615384615,66.80318543799773
1742,263,77,Single,0,4,45576.0,145,0,1,0,0.17850036566080288,0,1,36.46233883736711,34.7737556561086,90.71672354948805
1743,10814,75,Together,0,1,70321.0,1376,0,1,2,0.09451773862284951,0,1,86.02126215788283,94.00452488687783,93.42434584755404
1744,9710,53,Single,1,4,58086.0,792,0,0,2,0.20118258431348146,0,0,64.94005881022393,84.68325791855203,19.340159271899886
1745,9292,70,Together,0,1,81795.0,1382,0,0,1,0.0790244901505654,0,0,86.33793259443566,88.28054298642533,25.233219567690558
1746,10250,75,Together,0,0,28389.0,28,0,0,3,0.0011391355759949873,0,0,7.328658674508031,3.4389140271493215,50.83048919226394
1747,7881,76,Together,0,3,66835.0,1033,0,0,2,0.10881544357246131,0,0,74.44017190680842,91.4027149321267,78.72582480091013
1748,5847,53,Single,1,1,69901.0,882,0,0,2,0.11664749675952285,0,0,68.19724044333861,80.85972850678733,4.163822525597269
1749,737,73,Together,0,4,80360.0,2231,1,0,1,0.515828960236661,1,1,99.389278443791,52.307692307692314,42.86689419795222
1750,3571,61,Together,1,4,63342.0,1101,1,1,2,0.3800177624100317,0,1,77.04139334992082,64.27601809954751,52.104664391353815
1751,7807,48,Together,1,1,44989.0,369,0,0,0,0.008772234497573889,0,0,49.01605971499661,46.06334841628959,73.62912400455063
1752,3878,42,Single,1,2,31859.0,48,0,0,3,0.1357470890557217,0,0,16.851391087989143,10.79185520361991,96.38225255972696
1753,5092,73,Single,1,4,51569.0,467,1,1,0,0.421481621191509,0,1,54.12802533363492,60.18099547511312,60.27303754266211
1754,2154,51,Single,1,1,30372.0,44,0,0,3,0.1026648901997281,0,0,14.431124180049762,19.366515837104075,65.93856655290102
1755,5394,43,Single,1,0,16014.0,38,0,0,3,0.1171407390057437,0,0,11.558470934177787,27.669683257918553,57.588168373151305
1756,3798,54,Together,1,1,41120.0,81,0,0,0,-0.024047415633477676,0,0,28.52295860665008,27.669683257918553,19.340159271899886
1757,3524,51,Single,1,3,39763.0,167,0,1,0,0.14554217007819095,0,1,38.023071703234564,38.755656108597286,90.71672354948805
1758,5247,67,Together,1,4,38725.0,45,0,0,0,0.030899179676053212,0,0,15.041845736258766,19.366515837104075,47.41751990898749
1759,5883,50,Together,1,1,77981.0,664,0,0,1,-0.0257927346206257,0,0,61.14001357159013,72.78280542986425,21.319681456200225
1760,2118,58,Together,1,2,62905.0,622,0,0,2,0.012599784747786613,0,0,59.6697579733092,68.4841628959276,31.35381114903299
1761,8812,43,Single,1,2,13533.0,48,0,0,3,0.17073714189485922,0,0,16.851391087989143,19.366515837104075,55.358361774744026
1762,6616,47,Together,1,1,59481.0,461,0,0,2,-0.008203931345662552,0,0,53.83397421397874,56.15384615384615,53.15130830489192
1763,2797,45,Together,1,1,72117.0,1073,0,0,2,0.03869909708601471,0,0,75.97828545577924,96.0633484162896,65.02844141069397
1764,4328,36,Together,1,2,21955.0,55,0,0,3,0.05834586472608383,0,0,19.814521601447634,27.669683257918553,18.11149032992036
1765,9167,66,Together,1,1,67131.0,976,0,0,2,0.010056679056266032,0,0,72.15562090024882,91.4027149321267,27.349260523321956
1766,10560,42,Single,1,4,36802.0,20,0,0,0,0.17033399898276524,0,0,3.822664555530423,10.79185520361991,77.06484641638225
1767,2631,40,Together,0,1,71853.0,1149,0,0,2,0.11166364059728473,0,0,78.73784211716807,64.27601809954751,70.21615472127417
1768,8312,61,Together,0,0,28249.0,43,0,0,3,0.021470862453781964,0,0,13.775163990047501,19.366515837104075,19.340159271899886
1769,5534,47,Together,1,3,47808.0,224,1,0,0,0.3060463407285602,0,0,41.57430445600543,38.755656108597286,68.82821387940842
1770,5093,48,Single,1,4,25509.0,101,0,1,3,0.19401061690435867,0,1,32.00633340873106,27.669683257918553,84.30034129692832
1771,7592,76,Together,0,4,51012.0,209,0,0,0,0.07061266092113366,0,0,40.556435195657095,40.88235294117647,13.174061433447099
1772,8895,37,Single,0,1,70596.0,968,0,0,2,0.20326719574669816,0,0,71.63537661162633,80.85972850678733,31.35381114903299
1773,8584,70,Together,0,4,85431.0,1165,0,0,1,0.11857022764078601,0,0,79.5295182085501,64.27601809954751,45.34698521046644
1774,2694,55,Together,1,1,42664.0,24,0,0,0,-0.03487239893433447,0,0,5.948880343813617,10.79185520361991,55.972696245733786
1775,8910,67,Together,1,1,42586.0,252,0,1,0,-0.02462956655291282,0,1,42.86360551911332,46.06334841628959,92.67349260523322
1776,7433,37,Single,1,1,29760.0,165,0,0,3,0.13593640940748675,0,0,37.88735580185478,38.755656108597286,12.013651877133105
1777,164,45,Together,0,4,28973.0,269,0,0,3,0.16170849939170878,0,0,44.19814521601448,46.06334841628959,40.02275312855518
1778,10477,49,Together,1,4,39435.0,102,0,0,0,0.05954826915244374,0,0,32.23252657769735,27.669683257918553,83.4584755403868
1779,2681,38,Together,0,2,65370.0,461,0,0,2,0.07298431375352318,0,0,53.83397421397874,72.78280542986425,98.81683731513084
1780,5150,43,Single,1,0,20194.0,47,0,0,3,0.10988003861026582,0,0,16.331146799366657,19.366515837104075,35.31285551763367
1781,5283,46,Single,1,4,42473.0,144,0,0,0,0.1678994882085857,0,0,36.34924225288396,34.7737556561086,27.349260523321956
1782,9645,54,Together,0,1,64590.0,1338,0,0,2,0.1290998227983867,0,0,84.98077358063787,91.4027149321267,1.2969283276450512
1783,10678,63,Together,1,1,71232.0,917,0,0,2,-0.0008153991805904814,0,0,69.84845057679257,91.4027149321267,8.486916951080774
1784,7261,51,Together,1,1,34600.0,318,0,1,0,0.019642094880746058,0,1,47.11603709567971,49.20814479638009,91.8316268486917
1785,9648,55,Single,1,1,46904.0,253,0,0,0,0.08834281516176382,0,0,42.93146346980321,43.09954751131222,79.68145620022753
1786,2870,49,Together,1,1,49094.0,502,0,0,0,0.01439236728608484,0,0,55.59828093191585,60.18099547511312,93.42434584755404
1787,8008,39,Together,1,1,36075.0,119,0,0,0,0.009916346416043165,0,0,33.657543542185024,27.669683257918553,45.34698521046644
1788,1513,43,Together,1,2,60839.0,1250,0,0,2,0.10748190384002071,0,0,82.69622257407826,64.27601809954751,27.349260523321956
1789,6173,43,Together,1,1,77298.0,969,0,0,1,0.01928018991657826,0,0,71.72585387921285,91.4027149321267,54.28896473265073
1790,1419,72,Together,1,1,34026.0,76,0,0,0,-0.03416155907727392,0,0,27.143180275955665,27.669683257918553,88.41865756541524
1791,9150,59,Single,1,4,48918.0,62,0,0,0,0.1288016215127335,0,0,22.415743044560056,19.366515837104075,78.72582480091013
1792,7960,60,Together,0,2,82122.0,1382,1,0,1,0.3856819400385296,0,0,86.33793259443566,96.0633484162896,10.261660978384528
1793,1250,46,Single,1,1,37697.0,84,0,0,0,0.09924081875439339,0,0,28.975344944582677,27.669683257918553,17.042093287827075
1794,9905,70,Together,1,1,34074.0,255,1,0,0,0.2590572496355055,0,0,43.02194073738973,40.88235294117647,30.44368600682594
1795,10691,62,Together,1,3,28520.0,43,0,0,3,0.033668200591360664,0,0,13.775163990047501,10.79185520361991,44.16382252559727
1796,7002,67,Single,1,1,62535.0,398,0,0,2,0.05806837288565808,0,0,50.26012214431124,52.307692307692314,86.1433447098976
1797,2952,45,Single,1,3,36273.0,76,0,0,0,0.15001601610008558,0,0,27.143180275955665,27.669683257918553,19.340159271899886
1798,8439,58,Together,1,1,63404.0,902,1,0,2,0.28996687605780025,0,0,68.98891653472066,52.307692307692314,2.2525597269624575
1799,762,41,Together,1,2,75774.0,823,0,0,1,0.03216097649284472,0,0,66.3650757747116,80.85972850678733,72.53697383390217
1800,2831,46,Together,1,1,78416.0,1179,0,0,1,0.03691539809417177,0,0,80.25333634924226,94.00452488687783,0.40955631399317405
1801,6977,48,Together,1,1,75702.0,1921,1,0,1,0.39412236462133104,0,0,96.99163085274824,99.25339366515837,12.013651877133105
1802,6289,71,Together,1,3,59385.0,185,0,0,2,-0.02318901684118263,0,0,39.40285003392898,38.755656108597286,14.175199089874857
1803,4168,56,Single,1,1,37070.0,433,0,1,0,0.12689699591796794,0,1,52.29586066500792,56.15384615384615,68.82821387940842
1804,8397,71,Together,1,1,44689.0,34,1,0,0,0.21169041325074206,0,0,9.77154489934404,10.79185520361991,17.042093287827075
1805,9284,64,Together,1,1,53977.0,907,0,0,2,0.030920625864865936,0,0,69.35082560506672,88.28054298642533,78.72582480091013
1806,6237,56,Single,1,4,7144.0,416,0,0,3,0.2555748433800007,0,0,51.5946618412124,96.0633484162896,7.394766780432309
1807,3130,58,Single,1,1,18701.0,44,0,0,3,0.11660565581211421,0,0,14.431124180049762,27.669683257918553,4.163822525597269
1808,1619,66,Together,0,1,90369.0,1588,0,1,1,0.09061522855757695,0,1,91.3141823116942,64.27601809954751,97.63367463026165
1809,1990,48,Single,0,4,63159.0,1797,1,0,2,0.6392067815459297,1,1,95.31780140239765,64.27601809954751,25.233219567690558
1810,5513,56,Together,1,1,37758.0,40,0,0,0,-0.024653384667670197,0,0,12.350147025559828,10.79185520361991,50.83048919226394
1811,269,59,Single,1,4,46757.0,1143,0,0,0,0.2555088492292946,0,0,78.4664103144085,60.18099547511312,28.623435722411834
1812,8093,53,Together,0,3,79734.0,914,1,0,1,0.3703622642257971,0,0,69.7127346754128,52.307692307692314,27.349260523321956
1813,10513,30,Together,0,1,63207.0,1502,1,0,2,0.45229897096436367,0,0,89.12010857272111,46.06334841628959,31.35381114903299
1814,10177,68,Single,1,1,72071.0,1338,0,0,2,0.14432572573281324,0,0,84.98077358063787,68.4841628959276,95.17633674630261
1815,2549,39,Together,1,4,21840.0,27,0,0,3,0.09901859940496122,0,0,7.011988237955213,10.79185520361991,19.340159271899886
1816,5782,40,Together,1,2,58582.0,763,1,0,2,0.33115113820877073,0,0,64.10314408504864,80.85972850678733,84.30034129692832
1817,10057,71,Single,0,1,72282.0,1331,0,1,2,0.19646043524598739,0,1,84.64148382718842,84.68325791855203,29.692832764505116
1818,10307,66,Together,1,1,50387.0,525,0,0,0,-0.007853014051147023,0,0,56.32209907260801,64.27601809954751,8.486916951080774
1819,8566,61,Together,1,4,32583.0,9,0,0,3,0.0468551762615147,0,0,0.38452838724270527,3.4389140271493215,89.57906712172924
1820,2415,60,Together,1,1,62568.0,953,1,0,2,0.2947765495734135,0,0,70.97941642162407,52.307692307692314,0.40955631399317405
1821,5684,51,Single,1,3,44635.0,68,0,0,0,0.12467938282894431,0,0,24.768152001809547,19.366515837104075,74.65301478953356
1822,8334,51,Single,1,3,33316.0,131,0,0,0,0.1542356375099865,0,0,34.99208323908618,34.7737556561086,65.02844141069397
1823,9166,54,Together,1,1,63967.0,882,0,0,2,0.021411696964030807,0,0,68.19724044333861,80.85972850678733,41.50170648464164
1824,1440,44,Together,0,2,52513.0,1149,0,0,2,0.16850362037834643,0,0,78.73784211716807,91.4027149321267,15.108077360637088
1825,78,53,Together,1,1,25293.0,37,0,0,3,0.0036315717658915725,0,0,10.925130061072155,10.79185520361991,48.532423208191126
1826,5441,57,Single,1,4,54111.0,388,0,0,2,0.15805777575941704,0,0,49.62678127120561,52.307692307692314,2.2525597269624575
1827,5302,36,Together,0,1,78394.0,1428,0,1,1,0.13554893542112492,0,1,87.19746663650758,60.18099547511312,86.1433447098976
1828,4687,64,Together,0,3,80739.0,1633,0,0,1,0.16495885978800479,0,0,92.3094322551459,91.4027149321267,7.394766780432309
1829,1087,47,Together,1,3,22669.0,173,0,1,3,0.07964781753257244,0,1,38.40760009047727,34.7737556561086,68.82821387940842
1830,6859,35,Single,1,1,29236.0,99,0,0,3,0.13212190365879556,0,0,31.621805021488353,34.7737556561086,68.82821387940842
